term,estimate,std.error,Lag
b_Intercept,40.659956405848604,19.776310254278243,-2
b_polyX135_degree_winds.standardiseddegreeEQ21,-94.23692085731389,65.6543995746125,-2
b_polyX135_degree_winds.standardiseddegreeEQ22,-0.39503153258268475,70.30418627496447,-2
b_polyX45_degree_winds.standardiseddegreeEQ21,-4.193695581480955,66.22796231379888,-2
b_polyX45_degree_winds.standardiseddegreeEQ22,-36.08567552942501,62.480436764347154,-2
b_Estuary_TypeBarrierRiver,-3.970746230234145,24.093714201111776,-2
b_Estuary_TypeDrownedRiverValley,0.6739219084667549,25.156417027315005,-2
b_Drought_Months,6.987924499576096,1.7839952739106626,-2
b_SpeciesFlathead,-4.383486099439469,14.050373118565261,-2
b_SpeciesMullet,204.37012932542132,48.66074478559959,-2
b_SpeciesWhiting,-38.65926872101407,15.347893179467114,-2
b_X135_degree_winds.standardised:X45_degree_winds.standardised,3.08880800790329,5.037536255517684,-2
b_Estuary_TypeBarrierRiver:Drought_Months,-8.350741740547383,2.362106391074914,-2
b_Estuary_TypeDrownedRiverValley:Drought_Months,-6.602134780459572,2.7815976252698444,-2
sd_Estuary__Intercept,28.40189284101346,11.841952186288692,-2
sd_Estuary__SpeciesFlathead,22.943341479876807,14.314953102224365,-2
sd_Estuary__SpeciesMullet,127.1329800359915,36.459070614443405,-2
sd_Estuary__SpeciesWhiting,28.20394321072998,14.37203295082852,-2
cor_Estuary__Intercept__SpeciesFlathead,-0.4347621798996718,0.38288971082343976,-2
cor_Estuary__Intercept__SpeciesMullet,0.46341421154808615,0.2790438736898912,-2
cor_Estuary__SpeciesFlathead__SpeciesMullet,0.11289465012317199,0.35967156137989226,-2
cor_Estuary__Intercept__SpeciesWhiting,-0.594204257830477,0.35352123432613564,-2
cor_Estuary__SpeciesFlathead__SpeciesWhiting,0.38358224100888955,0.4000415244812827,-2
cor_Estuary__SpeciesMullet__SpeciesWhiting,-0.28203679971112827,0.33028626201419736,-2
sigma,63.04805305570912,2.7310250350329994,-2
"r_Estuary[Camden.River,Intercept]",8.645917462826915,21.437648911166864,-2
"r_Estuary[Clarence.River,Intercept]",-20.844743840738438,20.236073686370304,-2
"r_Estuary[Hawkesbury.River,Intercept]",-28.766070537372514,21.58619932803027,-2
"r_Estuary[Hunter.River,Intercept]",2.662284842851061,19.700758444120886,-2
"r_Estuary[Lake.Illawarra,Intercept]",39.525533358147854,25.439274990907187,-2
"r_Estuary[Port.Stephens,Intercept]",35.69062840689287,23.664506018702923,-2
"r_Estuary[Tuggerah,Intercept]",3.628210841955746,20.10529141535192,-2
"r_Estuary[Wallis.Lake,Intercept]",-10.861361136154226,20.759891533713162,-2
"r_Estuary[Camden.River,SpeciesFlathead]",12.50408413456389,22.455603066962546,-2
"r_Estuary[Clarence.River,SpeciesFlathead]",0.4148455276337337,18.982667597263973,-2
"r_Estuary[Hawkesbury.River,SpeciesFlathead]",-0.5789690359728321,19.61975624061471,-2
"r_Estuary[Hunter.River,SpeciesFlathead]",0.8421357584368577,18.324124097921807,-2
"r_Estuary[Lake.Illawarra,SpeciesFlathead]",-22.060781440687744,26.433934338812584,-2
"r_Estuary[Port.Stephens,SpeciesFlathead]",-15.37201434763547,23.3196693714305,-2
"r_Estuary[Tuggerah,SpeciesFlathead]",5.0020630879694075,19.196405172381738,-2
"r_Estuary[Wallis.Lake,SpeciesFlathead]",14.016958675494305,21.911723396988936,-2
"r_Estuary[Camden.River,SpeciesMullet]",184.69032742685948,54.06967665436878,-2
"r_Estuary[Clarence.River,SpeciesMullet]",-159.72554827716795,52.07930815926126,-2
"r_Estuary[Hawkesbury.River,SpeciesMullet]",-193.07212886353784,52.60101739409563,-2
"r_Estuary[Hunter.River,SpeciesMullet]",30.36991730551582,52.38048680633774,-2
"r_Estuary[Lake.Illawarra,SpeciesMullet]",83.80512591500036,54.07017858280326,-2
"r_Estuary[Port.Stephens,SpeciesMullet]",134.15447377322204,53.75274698189545,-2
"r_Estuary[Tuggerah,SpeciesMullet]",60.674782889477925,52.42799103798656,-2
"r_Estuary[Wallis.Lake,SpeciesMullet]",16.109402121274766,52.8749058908062,-2
"r_Estuary[Camden.River,SpeciesWhiting]",4.452934451157022,23.250711575746667,-2
"r_Estuary[Clarence.River,SpeciesWhiting]",20.375603250660397,22.125635467938963,-2
"r_Estuary[Hawkesbury.River,SpeciesWhiting]",20.13732835731758,22.35337871863885,-2
"r_Estuary[Hunter.River,SpeciesWhiting]",7.478764433527058,20.812464786660136,-2
"r_Estuary[Lake.Illawarra,SpeciesWhiting]",-39.029760003901615,28.764146172943526,-2
"r_Estuary[Port.Stephens,SpeciesWhiting]",-25.733022741202056,24.624424824661734,-2
"r_Estuary[Tuggerah,SpeciesWhiting]",-8.208927647063787,20.553178366296624,-2
"r_Estuary[Wallis.Lake,SpeciesWhiting]",4.89048013899027,21.09245141760297,-2
